GRAM5_NEGATIVE_CONTROL_OK new axiom: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK axiom only in proof body: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK missing proof dependency: missing raw dependency: Gram5AuditNegative.doesNotExist
GRAM5_NEGATIVE_CONTROL_OK standard name with altered type: nonstandard axiom type: propext
GRAM5_NEGATIVE_CONTROL_OK standard name with altered universe arity: unexpected axiom or universe arity: propext
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.unsafe: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.partial: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK every expression-bearing syntax position was traversed
GRAM5_NEGATIVE_CONTROL_OK altered stored theorem body is detected by exact comparison
GRAM5_NEGATIVE_CONTROL_OK stored theorem with changed type: stored theorem differs in non-body fields
GRAM5_NEGATIVE_CONTROL_OK stored theorem replaced by an axiom: stored declaration differs outside the theorem-body case
GRAM5_NEGATIVE_CONTROL_OK stored proof refers back to its original name: stored theorem variant depends on its original name: Gram5AuditNegative.circularStoredVariant
GRAM5_NEGATIVE_CONTROL_OK new axiom in an alternate stored proof: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_PROJECT_MODULE PBCounterexample.Basic records=41
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.weightedScale_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm20.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_leadingG_div [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm20 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinant.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm22.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.scaledPoint.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder14._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder14._proof_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder16._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder16 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder14 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder16._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder14._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div._simp_1_7 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div._simp_1_6 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.q_three_weightedScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm24 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm26.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.matched_q_three [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_leadingDeterminant_div [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm22._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.q_zero_weightedScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.q_one_weightedScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinant_weightedScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.matched_q_one [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div._simp_1_6 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div._simp_1_7 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm24.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm24._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm22 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm20._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_q_two_div._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantTerm20._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.q_two_weightedScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.tendsto_determinant_div._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.eventually_f_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.eventually_f_positive_height [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_neg_of_div_pow_tendsto [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.eventually_minimum_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.eventually_leadingDeterminant_neg [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_7 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_6 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_pos_of_div_pow_tendsto [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_abs_lt_radius [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.eventually_leadingG_pos [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_gt_higher_power [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.eventually_leadingDeterminant_pos [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.shiftedTest.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.SameStrictSign [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.shiftedTest [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5FiniteTests.0.PBCounterexample.Gram5.sameStrictSign_of_tendsto [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_delta_finite_tests [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eventually_sameStrictSign_shifted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_6 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_7 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_6 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_7 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.effectiveValue [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_7 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_6 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.first_component_or_zero [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_first [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_zero [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_8 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.effectiveValue.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._proof_1_1 [propext, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.LeafDecomposition.first_component_or_zero._proof_1_1 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.not_isPolynomialLattice_of_finite_threshold_pairs [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.LatticeExpr.exists_finite_threshold_tests [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_finite_threshold_paths [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.not_isPolynomialLattice [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_finite_threshold_pair [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_sub [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.polynomialCover_totalDegree [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_of_weighted [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_C_mul [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_add [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.qPolynomial_totalDegree [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder14_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.labelRemainder16_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.not_finite_sup_inf_polynomials [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.exists_whole_space_counterexample [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.whole_space_counterexample [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.gram5_independent_binding_20260908.0.PBCounterexample.PolynomialSelection.region.match_1.eq_2 []
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.polynomialRegion.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.region.eq_2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q4.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.gram5_independent_binding_20260908.0.PBCounterexample.PolynomialSelection.region.match_1.eq_1 []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.coordinate_type_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.explicit_labels_totalDegree [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.polynomial_type_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.gram5_independent_binding_20260908.0.Gram5IndependentContract.region.match_1.eq_1 []
GRAM5_CACHED_AXIOMS Gram5IndependentContract.b.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.independent_expanded_counterexample [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.d.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.no_finite_lattice_expression [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.zeroRegion.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.c.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.labels.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.no_finite_sup_inf_polynomials [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.region.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.PolynomialSelection.region.eq_2 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.selected.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.region_eq._simp_1_13 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.zeroRegion.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.region.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.activeRegion.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q2.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.a.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.labels_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.cover_region_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.explicit_cover_claim [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.region_eq._simp_1_11 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.region_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.cover_label_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.gram5_independent_binding_20260908.0.Gram5IndependentContract.region.match_1.splitter []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.determinant_eval_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.implementation_f_eq_selected [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS _private.gram5_independent_binding_20260908.0.Gram5IndependentContract.region.match_1.eq_2 []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.coverIndex [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.minimum_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.e.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.determinant_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.gram5_independent_binding_20260908.0.PBCounterexample.PolynomialSelection.region.match_1.splitter []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.minimum_le_label [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.region_eq._simp_1_12 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.whole_space_claim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q3.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.label_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.explicit_piece_count [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentBinding.finite_threshold_pair_claim [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.normalizedPoint.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.basePoint_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.linearAtOne.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.actualPoint_ofFamilies_true [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.actual_ift_claim [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.correction_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies.match_1 []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.differential_eq_linearAtOne [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.exceptional_iff [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.jacobian_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.component.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.weighted_finite_collection_claim [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.Exceptional.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.isOpen_rectangle [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.scale_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.monomialWeight_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_2 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_3 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_1 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies._proof_4 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.ofFamilies [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.normalizedPoint_ofFamilies_false [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.weighted_evaluation_claim [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.differential_monomial [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.signDirection_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.normalDirection_eq [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.weightedScale.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.weighted_decomposition_claim [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5IndependentIntermediateBinding.ofWeight_iff [propext,
 Classical.choice,
 Quot.sound]
